,Country Name,Year,Adjusted savings: net national savings (current US$),Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"GNI per capita, PPP (current international $)","Government expenditure on education, total (% of government expenditure)",Gross domestic savings (% of GDP),Imports of goods and services (% of GDP),Land area (sq. km),"Life expectancy at birth, total (years)","Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Tax revenue (% of GDP),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1005,Kazakhstan,2012,36858062163.0,44.10966304,56.45835418,0.861680959,4.799999995,19050.0,19.25287056,43.54164582,29.61406945,2699700.0,69.52,16792090.0,0.0,13.31209815,5.29
1006,Kazakhstan,2013,39982951380.0,38.61703772,60.06994589,0.835429379,5.999999997,21900.0,17.96060753,39.93005411,26.79057161,2699700.0,70.62,17035551.0,0.0,16.03017776,5.2
1007,Kazakhstan,2014,39563397481.0,39.34175809,59.1721806,1.189411165,4.200000006,22190.0,17.32483292,40.8278194,25.63027656,2699700.0,71.44,17288285.0,0.0,14.19343274,5.06
1008,Kazakhstan,2015,27522940844.0,28.51670801,65.35054029,1.798581935,1.200000001,21760.0,16.81945801,34.64945971,24.5330208,2699700.0,71.97,17542806.0,0.0,9.835711552,4.93
1009,Kazakhstan,2016,18170425928.0,31.84388864,66.17517029,2.531048351,1.099999999,21490.0,19.60174561,33.82482971,28.46770794,2699700.0,72.41,17794055.0,0.1,9.924250197,4.96
1049,"Korea, Rep.",2016,273645000000.0,40.13265091,63.1958233,1.993058753,2.946881715,39720.0,14.30253983,36.8041767,33.47115855,97489.0,82.27560976,51217803.0,0.2,13.98195298,3.65
1077,Kyrgyz Republic,2014,-364223906.6,37.44865159,113.4721508,1.507413715,4.024038626,4100.0,18.25902748,-13.47215082,87.67752949,191800.0,70.40243902,5835500.0,1.0,17.54865309,3.254
1078,Kyrgyz Republic,2015,-338111566.0,35.18960049,108.3019466,2.020910642,3.875825448,4050.0,19.0759449,-8.301946575,75.77197023,191800.0,70.65121951,5956900.0,2.2,16.80166806,3.346
1079,Kyrgyz Republic,2016,742880425.9,35.82540888,100.233577,0.590801945,4.335855917,4440.0,20.66987038,-0.233576973,69.99816514,191800.0,70.95121951,6079500.0,1.1,16.94917318,3.465
1090,Latvia,2007,-103813352.1,38.26159157,77.49040294,2.47759959,9.941921628,17700.0,15.93549919,22.50959706,57.31169394,62227.0,71.0195122,2200325.0,0.6,21.60938874,6.05
1091,Latvia,2008,472661314.4,39.25750458,77.39014769,0.9561754,-3.249120723,19320.0,16.40171814,22.60985231,51.91895078,62227.0,72.4195122,2177322.0,1.3,20.68250003,7.74
1092,Latvia,2009,1776953376.0,42.21403486,79.54777177,-0.733307643,-14.26014004,18210.0,14.69400215,20.45222823,44.19841823,62227.0,73.0804878,2141669.0,1.7,18.67103586,17.51
1093,Latvia,2010,-749044081.9,53.25837932,81.74410299,0.429222211,-4.45556726,17880.0,13.419631,18.25589701,55.34640131,62227.0,73.48292683,2097555.0,1.7,19.65781233,19.48
1094,Latvia,2011,-749753028.9,59.77989095,80.16666296,0.392464386,2.573712363,19230.0,14.20993614,19.83333704,65.71055524,62227.0,73.57560976,2059709.0,1.0,20.59910874,16.21
1095,Latvia,2012,-280843021.5,61.44375311,77.81961285,0.572609322,7.042247161,21140.0,14.74312019,22.18038715,66.7846886,62227.0,73.77804878,2034319.0,1.1,21.07577017,15.05
1096,Latvia,2013,-809096044.9,60.39517324,80.01770627,1.634950357,2.007966879,22590.0,14.94031239,19.98229373,64.76268198,62227.0,73.98292683,2012647.0,1.2,21.74880717,11.87
1097,Latvia,2014,-636048914.2,61.15472821,79.10711349,2.211558351,1.902172684,23850.0,15.18531513,20.89288651,64.12454485,62227.0,74.12439024,1993782.0,0.8,22.04827185,10.85
1098,Latvia,2015,-156530757.3,60.27538277,77.94350802,0.528367021,3.885260054,24860.0,15.2136879,22.05649198,62.02398197,62227.0,74.4804878,1977527.0,0.7,22.38843612,9.87
1099,Latvia,2016,-69337225.72,59.60708239,78.53166433,0.873683017,2.368614747,26680.0,14.79797173,21.46833567,59.30355073,62227.0,74.5804878,1959537.0,0.6,23.50389781,9.64
1104,Lebanon,2011,-6162839066.0,36.36309723,102.5673222,2.345886729,0.867339879,15040.0,5.733809948,-2.567322199,65.77678518,10230.0,78.404,5045056.0,0.0,16.37733291,7.308
1150,Lithuania,2007,2115664009.0,51.64121163,80.7950538,2.20458494,11.10748014,18350.0,14.13593292,19.2049462,64.7461763,62680.0,70.9,3231294.0,1.3,20.36935435,4.25
1151,Lithuania,2008,1356739086.0,57.62132699,83.48247112,1.160684776,2.614423033,20070.0,15.0595808,16.51752888,69.22776062,62675.0,71.81219512,3198231.0,1.4,20.48203392,5.83
1152,Lithuania,2009,-32331768.28,51.78930078,89.10317743,1.616798699,-14.83860837,18530.0,14.98082829,10.89682257,53.54947752,62675.0,72.91463415,3162916.0,2.2,17.0401288,13.79
1153,Lithuania,2010,1465252912.0,63.94235851,83.87696395,0.287741505,1.651240653,19960.0,13.969347,16.12303605,65.94502436,62675.0,73.26829268,3097282.0,1.5,15.96497347,17.81
1154,Lithuania,2011,2193460979.0,72.88100891,80.72273649,1.872910066,6.03900816,22220.0,13.13148403,19.27726351,75.5662102,62674.0,73.56341463,3028115.0,0.7,15.48237695,15.39
1155,Lithuania,2012,2146447287.0,78.22662823,79.62973721,0.982809018,3.843864749,23930.0,14.98808384,20.37026279,77.61653243,62674.0,73.86341463,2987773.0,0.9,15.52996015,13.36
1156,Lithuania,2013,3715641704.0,78.66857331,79.02388048,0.713312993,3.550072843,26130.0,14.74607182,20.97611952,77.21821756,62675.0,73.91463415,2957689.0,0.7,15.60121464,11.77
1157,Lithuania,2014,4811676776.0,72.27042519,78.55819875,1.124431362,3.537009879,27850.0,14.50097752,21.44180125,70.45121756,62650.0,74.51707317,2932367.0,1.3,15.83633785,10.7
1158,Lithuania,2015,2271127599.0,68.77764073,79.72727408,0.860703416,2.024583955,27790.0,14.43061733,20.27272592,69.77467659,62650.0,74.32195122,2904910.0,0.7,16.69486269,9.12
1159,Lithuania,2016,2076991902.0,67.58738306,80.07084211,2.120724421,2.518828273,29820.0,13.96282291,19.92915789,66.86647538,62642.0,74.67073171,2868231.0,1.3,16.93159775,7.86
1160,Luxembourg,2007,14311933533.0,169.5767055,48.81828371,138.1997602,8.098667607,72380.0,11.43879032,51.18171629,137.9083146,2574.46,79.38292683,479993.0,0.0,24.38034549,4.07
1161,Luxembourg,2008,11902664704.0,161.4947618,48.64431772,19.55357062,-0.300176194,71210.0,11.44385147,51.35568228,130.718719,2574.46,80.53902439,488650.0,0.0,23.55571077,5.06
1162,Luxembourg,2009,268831574.1,147.925083,51.49963472,15.18031417,-3.238954027,55400.0,11.4258337,48.50036528,115.6076185,2574.46,80.63658537,497783.0,0.0,23.83910852,5.12
1163,Luxembourg,2010,3941759417.0,162.7098571,50.16896913,41.36464792,3.760413593,61400.0,11.96700573,49.83103087,130.9620198,2574.46,80.63170732,506953.0,0.0,23.81784044,4.36
1164,Luxembourg,2011,4428612782.0,169.4891234,50.4674093,17.36862895,1.044298695,65490.0,12.07111073,49.5325907,139.2253304,2574.46,80.98780488,518347.0,0.1,23.98704785,4.9
1165,Luxembourg,2012,8359424202.0,171.2117881,50.61095204,-22.41228077,1.64990203,74230.0,12.15911198,49.38904796,140.5750471,2574.46,81.39268293,530946.0,0.0,24.42782715,5.14
1166,Luxembourg,2013,7177117486.0,176.3833309,49.62147177,71.50043382,3.171790499,72410.0,11.38404369,50.37852823,144.1501754,2574.46,81.8,543360.0,0.1,24.55226696,5.85
1167,Luxembourg,2014,8824439589.0,182.7825924,48.77008353,63.1069462,2.623086016,76490.0,11.2722311,51.22991647,150.6462608,2574.46,82.22926829,556319.0,0.1,24.74515711,5.85
1168,Luxembourg,2015,3790231718.0,191.835449,48.50259235,53.1356882,2.269784484,69410.0,11.0934515,51.49740765,159.2965253,2574.46,82.29268293,569604.0,0.3,23.32185937,6.67
1169,Luxembourg,2016,4984215460.0,191.0986337,48.30822863,-1.994378782,4.978190437,75120.0,10.89305115,51.69177137,157.3387756,2574.46,82.68536585,582014.0,0.1,23.76750967,6.29
1183,Madagascar,2010,497660581.3,21.87438052,87.09874066,0.436228786,0.619239745,1470.0,20.4021244,12.90125934,36.00051399,581540.0,62.873,21731053.0,80.2,8.535319118,4.28
1185,Madagascar,2012,167716512.6,21.7806921,88.92143842,0.314617008,3.011148116,1440.0,20.32579994,11.07856158,30.87102198,581795.0,63.544,22966240.0,80.7,8.368255543,0.6
1201,Malaysia,2008,54588448876.0,99.49957724,56.21099579,6.672113468,4.831769889,18830.0,14.03864002,43.78900421,77.16874754,328550.0,74.25,27664296.0,0.7,14.66295826,3.32
1204,Malaysia,2011,52892746470.0,85.25544211,61.23865211,6.077629327,5.293912834,20800.0,20.97702026,38.76134789,69.6822425,328550.0,74.746,29184133.0,0.1,14.79435317,3.05
1206,Malaysia,2013,40064511342.0,75.62904103,65.52590088,4.147602039,4.693722526,22190.0,19.45430946,34.47409912,67.09195043,328550.0,75.035,30134807.0,0.0,15.31023528,3.16
1208,Malaysia,2015,28542024824.0,69.4486909,67.04842746,3.498187031,5.091532422,23510.0,21.30448341,32.95157254,61.92138155,328550.0,75.094,31068833.0,0.0,14.05686213,3.1
1222,Mali,2009,993924824.1,21.71331369,84.99563751,-1.008307393,4.806322267,1600.0,16.95940971,15.00436249,28.80587924,1220190.0,55.874,15032635.0,48.2,12.97358284,1.438
1230,Malta,2007,77931143.26,129.2443126,80.27041491,184.7164952,4.774705802,23820.0,12.70658684,19.72958509,133.0727454,320.0,79.79268293,406724.0,0.4,62.50279458,6.47
1231,Malta,2008,593398086.4,148.4950533,79.69933026,177.7983905,3.826359166,26110.0,12.12974548,20.30066974,150.3230108,320.0,79.63658537,409379.0,0.1,25.80587595,5.98
1232,Malta,2009,157720351.9,147.022003,80.87420407,-70.160001,-1.133873655,25250.0,12.80683517,19.12579593,147.9280939,320.0,80.24146341,412477.0,0.4,26.01451094,6.89
1233,Malta,2010,491733591.4,150.9467412,77.6664671,36.84817442,5.543640011,27240.0,13.5540514,22.3335329,150.8899544,320.0,81.39756098,414508.0,0.2,25.31011882,6.85
1234,Malta,2011,453919620.7,160.5863392,80.84903104,-45.42131797,0.467050564,28290.0,13.45118237,19.15096896,159.1170777,320.0,80.74634146,416268.0,0.2,25.80812785,6.38
1235,Malta,2012,419550022.4,163.1199717,79.28109464,-87.23086034,4.117706376,28820.0,13.39125347,20.71890536,159.5564802,320.0,80.74634146,420028.0,0.1,25.69167313,6.2
1236,Malta,2013,826186501.7,155.9724344,76.20947708,-83.1246288,5.473355914,30690.0,13.61619759,23.79052292,148.3561901,320.0,81.74634146,425967.0,0.0,25.73815477,6.11
1237,Malta,2014,1468706775.0,149.8125151,72.35215645,-74.95407448,7.633538464,32560.0,13.32704258,27.64784355,137.828916,320.0,82.04634146,434558.0,0.0,25.99328619,5.72
1238,Malta,2015,1798444371.0,154.6181556,66.09374465,-59.43296991,9.608132348,35380.0,13.229743,33.90625535,144.8520026,320.0,81.89756098,445053.0,0.1,24.33835767,5.38
1239,Malta,2016,1539081955.0,157.8013429,64.15400363,-56.86380583,3.381450476,35820.0,14.11091518,35.84599637,145.209896,320.0,82.45365854,455356.0,0.1,25.22916354,4.69
1265,Mauritius,2012,-319659684.0,53.79216527,87.60651829,1.54572585,3.496118365,17790.0,15.94156742,12.39348171,65.70795451,1997.0,73.86341463,1255882.0,0.4,18.62170749,7.47
1271,Mexico,2008,93010336370.0,27.02006123,80.53393657,0.059234839,0.943331858,15570.0,17.38015938,19.46606343,29.34522065,1943950.0,74.152,109684489.0,6.0,9.578771529,3.87
1273,Mexico,2010,84110098105.0,29.01746011,81.81691048,1.618872861,4.971334562,15890.0,18.64258957,18.18308952,30.25592441,1943950.0,74.19,112532401.0,4.7,9.675317452,5.3
1275,Mexico,2012,89135823573.0,31.53945039,80.61167468,1.495868924,3.55321075,17790.0,18.08719063,19.38832532,32.7184815,1943950.0,74.574,115755909.0,4.2,9.352411063,4.89
1277,Mexico,2014,74835804900.0,31.4629922,82.56230012,0.409978312,2.503763503,18530.0,18.80594063,17.43769988,32.63541684,1943950.0,74.797,118755887.0,4.0,10.24285504,4.81
1279,Mexico,2016,57018397602.0,36.81567725,80.50425586,0.707554025,1.772493234,19700.0,17.93932915,19.49574414,38.87462616,1943950.0,74.412,121519221.0,2.3,13.12378561,3.85
1290,Moldova,2007,365894590.5,45.58047352,113.4532341,0.275381122,3.000000226,6030.0,19.07383156,-13.45323414,97.14006551,32890.0,68.947,2874299.0,1.0,20.56653565,2.75
1291,Moldova,2008,525510335.6,40.81874861,113.5554623,0.51578706,7.800000145,6660.0,19.93271446,-13.55546232,93.60285274,32890.0,69.394,2868833.0,1.0,20.44594895,2.1
1292,Moldova,2009,252001.5953,36.87212252,113.4771844,-0.087876786,-6.000000264,6100.0,20.74979019,-13.47718443,73.49120433,32890.0,69.573,2865213.0,0.7,17.68531332,3.02
1293,Moldova,2010,365087891.6,27.82961306,108.4268391,0.099785198,7.100000107,6790.0,22.43516922,-8.426839058,60.10823883,32850.0,69.357,2862354.0,0.4,15.16064072,2.97
1294,Moldova,2011,329636788.6,32.54045757,109.48801,0.424631628,5.818166147,7310.0,21.40068817,-9.488009968,66.07713896,32850.0,69.192,2860699.0,0.2,15.24032722,2.68
1295,Moldova,2012,647851580.7,31.13285054,109.8421894,0.305426301,-0.589733955,7960.0,20.84347534,-9.84218942,65.1735593,32860.0,69.143,2860324.0,0.1,15.59534634,2.19
1296,Moldova,2013,932701689.4,32.09261317,106.5638703,0.323901377,9.043865607,9070.0,18.23982048,-6.563870301,63.59468367,32880.0,69.099,2859558.0,0.0,15.469636,1.89
1297,Moldova,2014,952789240.1,31.52796356,107.3897942,0.43436941,4.999625854,9490.0,17.5889492,-7.38979419,62.70032841,32880.0,69.031,2857815.0,0.0,16.82879915,1.45
1298,Moldova,2015,250364439.3,31.80692179,101.2904812,0.093733657,-0.338235622,9850.0,18.18216896,-1.290481158,57.15949367,32880.0,69.24,2835978.0,0.0,16.29096809,1.78
1299,Moldova,2016,596607264.0,32.86649893,101.2848005,0.166991321,4.646014363,11100.0,17.66042328,-1.284800462,56.13818478,32880.0,69.917,2803186.0,0.1,16.43011832,1.59
1313,Mongolia,2010,1409020556.0,46.67898258,67.9051122,0.866907412,6.365161679,7020.0,16.81968307,32.0948878,56.67104907,1557292.418,67.182,2702520.0,1.1,19.59311925,6.55
1314,Mongolia,2011,2534025278.0,52.55355505,63.74139375,0.908399393,17.29077759,8260.0,13.89824867,36.25860625,74.44567359,1557251.947,67.439,2743938.0,0.9,18.46699109,4.77
1315,Mongolia,2012,2604445473.0,43.57215119,66.54564301,0.525960827,12.31981985,9550.0,15.89128304,33.45435699,66.01641314,1557251.946,68.111,2792349.0,0.5,15.31214218,3.9
1319,Mongolia,2016,326139858.2,50.87219406,76.68143918,0.129438472,1.489784487,9940.0,3.597220659,23.31856082,50.18304317,1557255.4,69.865,3029555.0,0.7,11.35099345,7.24
1368,Namibia,2015,602447721.6,35.37084841,95.9407227,0.920320568,4.264174538,10770.0,22.57133293,4.059277302,61.86818338,823290.0,60.7,2282704.0,15.6,33.42238687,20.752
1390,Netherlands,2007,96331519177.0,68.77545747,69.5574721,70.28599465,3.772842521,43460.0,12.04756832,30.4425279,61.68241355,33760.0,80.09756098,16381696.0,0.0,21.59520003,4.15
1391,Netherlands,2008,81540150531.0,69.79363348,69.14174642,28.63726043,2.170324851,44180.0,12.05630875,30.85825358,61.26625855,33760.0,80.25121951,16445593.0,0.1,21.14391577,3.65
1392,Netherlands,2009,54047957226.0,62.23701352,71.69428432,16.0949773,-3.666883937,42870.0,11.77988052,28.30571568,54.65253616,33730.0,80.54878049,16530388.0,0.1,20.94433473,4.35
1393,Netherlands,2010,74908188076.0,69.80367248,71.6931039,22.5970047,1.342739336,44640.0,11.70473385,28.3068961,61.71840166,33730.0,80.70243902,16615394.0,0.0,20.98619027,4.99
1394,Netherlands,2011,90577911021.0,75.50306831,71.42593552,41.05221944,1.551189312,46440.0,11.68305874,28.57406448,66.96870498,33720.0,81.20487805,16693074.0,0.1,20.22944251,4.98
1395,Netherlands,2012,75144332624.0,79.50337384,71.53695598,28.36252837,-1.030353991,46750.0,11.73690891,28.46304402,69.76504137,33720.0,81.10487805,16754962.0,0.1,19.40774864,5.82
1396,Netherlands,2013,77710503781.0,79.88047779,71.2783305,47.40819427,-0.130175288,48890.0,11.56219578,28.7216695,69.66885352,33690.0,81.30487805,16804432.0,0.1,19.69209479,7.24
1397,Netherlands,2014,83090950447.0,80.57790815,70.98531777,13.27253927,1.423395395,48740.0,11.7969799,29.01468223,69.47584728,33690.0,81.70731707,16865008.0,0.1,20.63642861,7.42
1398,Netherlands,2015,83479000215.0,82.65889671,70.02382581,51.37966148,1.959169721,49780.0,11.81862545,29.97617419,75.15767933,33670.0,81.5097561,16939923.0,0.1,21.16062422,6.87
1399,Netherlands,2016,85842815215.0,79.53516476,69.30077068,37.12606075,2.191713719,51020.0,12.08791256,30.69922932,69.32349997,33670.0,81.56097561,17030314.0,0.0,21.90511014,6.01
1427,Nicaragua,2014,1494536197.0,45.00766854,87.80264783,0.791216882,4.785170747,4700.0,23.04759979,12.19735217,61.69006138,120340.0,72.812,6208676.0,3.9,15.31626638,4.52
1470,Norway,2007,102201000000.0,42.95755313,58.95205184,5.693627721,2.914039986,56010.0,11.63830471,41.04794816,28.98447318,365244.0,80.39512195,4709153.0,0.1,28.08021781,2.49
1471,Norway,2008,128564000000.0,46.2181009,56.56600442,7.81344808,0.481919541,61800.0,11.520504,43.43399558,28.56717904,365244.0,80.59268293,4768212.0,0.2,27.7643981,2.55
1472,Norway,2009,74162022694.0,39.81014972,63.54844342,2.569253829,-1.940364695,55930.0,11.64663124,36.45155658,27.65416574,365244.0,80.79512195,4828726.0,0.1,25.84735411,3.1
1473,Norway,2010,88483928228.0,40.15032907,62.950328,6.946268485,0.787051845,58850.0,11.58888817,37.049672,28.08919029,365244.0,80.99756098,4889252.0,0.2,26.74376696,3.52
1474,Norway,2011,114306000000.0,41.66126617,60.83018468,2.592185044,1.105656027,63060.0,11.35631466,39.16981532,27.93746746,365244.0,81.29512195,4953088.0,0.1,27.5519417,3.21
1475,Norway,2012,119875000000.0,41.28706485,60.0522882,5.33707954,2.717959267,66330.0,11.28047466,39.9477118,27.21148798,365244.0,81.45121951,5018573.0,0.1,26.87254323,3.12
1476,Norway,2013,117407000000.0,39.86130953,60.9225537,2.274128537,1.016190824,68090.0,11.05029488,39.0774463,28.11148306,365122.96,81.75121951,5079623.0,0.1,25.01013644,3.42
1477,Norway,2014,110054000000.0,39.72767204,62.47207266,4.597290141,2.048131999,68420.0,11.07841969,37.52792734,29.40970518,365108.0,82.1,5137232.0,0.1,23.41203172,3.48
1478,Norway,2015,68484653238.0,38.57518873,66.36266953,5.518731128,1.857339726,63250.0,11.09468174,33.63733047,31.85666781,365190.7,82.30487805,5188607.0,0.2,22.08854882,4.3
1479,Norway,2016,52343048831.0,35.93817143,69.51414217,1.767244455,1.164724235,61860.0,10.96765995,30.48585783,33.17867097,365145.73,82.40731707,5234519.0,0.3,21.96037593,4.68
1517,Panama,2014,11024406488.0,55.35742187,64.0671135,1.712291723,5.066422339,21800.0,7.867073059,35.9328865,63.73318857,74120.0,77.248,3888793.0,2.9,10.26004682,4.419
1518,Panama,2015,13887788069.0,47.68486166,61.81066261,2.120839018,5.733054309,24700.0,7.864062786,38.18933739,52.25154275,74120.0,77.468,3957099.0,1.5,10.10160612,4.368
1519,Panama,2016,13530489551.0,41.97300186,62.96312926,1.193497955,4.953211471,26930.0,8.187843323,37.03687074,45.43540842,74120.0,77.653,4026336.0,1.5,10.37754165,4.759
1530,Paraguay,2007,3076251441.0,43.37492916,70.926711,-0.544902874,5.421622872,8620.0,28.67876053,29.073289,35.62620826,397300.0,71.106,5590145.0,7.8,7.837877891,4.71
1533,Paraguay,2010,4094276843.0,42.13984163,73.14288168,0.52480708,11.09523127,10270.0,28.1095295,26.85711832,39.11768175,397300.0,71.887,5768613.0,5.5,8.871213476,4.57
1534,Paraguay,2011,5292024906.0,40.23885967,73.3528345,-0.031614331,4.286371207,10900.0,33.79315948,26.6471655,38.25326418,397300.0,72.131,5843939.0,5.0,9.366835103,4.67
1535,Paraguay,2012,3638067835.0,37.9955192,77.50970773,-0.272495485,-0.708043112,10390.0,27.60157967,22.49029227,36.76943826,397300.0,72.454,5923322.0,3.3,9.457778351,4.09
1539,Paraguay,2016,6799974330.0,37.14323291,73.66667547,0.804591236,4.268025833,12550.0,26.88433075,26.33332453,30.61608233,397300.0,73.534,6266615.0,1.7,9.559063337,5.25
1540,Peru,2007,20472713945.0,31.52211653,70.6114929,0.064183559,8.518387769,7350.0,14.14177036,29.3885071,24.16599675,1280000.0,73.223,28600387.0,13.2,16.40746835,4.08
1541,Peru,2008,22472548031.0,29.72763021,72.80016103,0.610365798,9.126568301,8190.0,14.38191032,27.19983897,28.70613718,1280000.0,73.377,28806185.0,10.9,16.51217092,4.03
1542,Peru,2009,19157837018.0,26.44205274,75.24914616,0.339929522,1.095823659,8330.0,14.59630966,24.75085384,21.66987688,1280000.0,73.466,29009326.0,8.8,14.45652681,3.96
1543,Peru,2010,26553688557.0,27.82616415,72.25997159,0.295721214,8.332459107,8950.0,13.55558014,27.74002841,23.84664478,1280000.0,73.711,29229572.0,6.8,15.46657176,3.6
1544,Peru,2011,33077446604.0,30.50275976,70.78188517,0.199458596,6.327192402,9630.0,13.55255032,29.21811483,25.48552053,1280000.0,74.133,29477721.0,6.5,15.96889515,3.48
1545,Peru,2012,34320850953.0,27.44961437,73.11461021,1.198227069,6.139724706,10010.0,14.36907005,26.88538979,25.17028089,1280000.0,74.544,29749589.0,6.1,16.5466871,3.24
1546,Peru,2013,32965079398.0,24.80829942,74.59636174,0.117777803,5.852518211,10620.0,15.22387981,25.40363826,24.97884303,1280000.0,74.967,30038809.0,5.4,16.43300669,3.57
1547,Peru,2014,28422180858.0,22.60697038,76.97305983,0.416834554,2.382157372,10890.0,16.21989059,23.02694017,24.24615072,1280000.0,75.333,30353951.0,4.8,16.72092668,3.21
1548,Peru,2015,24195211771.0,21.28732529,78.28300376,-0.349180825,3.252244772,11090.0,17.57485962,21.71699624,23.8754434,1280000.0,75.621,30711863.0,4.7,14.91965132,3.27
1549,Peru,2016,22771974124.0,22.60031374,78.16690033,0.795339169,3.953318715,11440.0,17.87010002,21.83309967,22.78852746,1280000.0,75.789,31132779.0,4.6,13.78754764,3.74
1552,Philippines,2009,47422886822.0,30.2195256,83.01581839,1.078069311,1.448323063,5840.0,13.21115971,16.98418161,30.66706519,298170.0,70.633,92946951.0,11.3,11.69893557,3.86
1558,Philippines,2015,80319977928.0,27.20805724,83.38452975,1.807661946,6.348309715,7940.0,18.82684517,16.61547025,31.93353487,298170.0,71.268,103031365.0,6.5,13.01961059,3.07
1560,Poland,2007,23359074175.0,38.51628789,78.60325994,1.76821282,7.061534634,16230.0,13.27208996,21.39674006,42.31516756,306320.0,75.24390244,38120560.0,0.5,18.08653079,9.6
1561,Poland,2008,28770175806.0,37.81486981,80.62689653,0.874438142,4.199981264,17920.0,12.76069355,19.37310347,43.09089113,306300.0,75.54390244,38125759.0,0.2,18.26736913,7.12
1562,Poland,2009,19796218411.0,37.14225324,80.42324302,1.348777333,2.832184053,18640.0,12.0212307,19.57675698,38.12554436,306280.0,75.69512195,38151603.0,0.4,16.0518941,8.17
1563,Poland,2010,18351140692.0,40.0913852,81.39326867,2.02082582,2.934638181,20190.0,12.08153534,18.60673133,42.46183685,306280.0,76.24634146,38042794.0,0.3,16.62097872,9.64
1564,Poland,2011,31701257207.0,42.57386359,79.68320867,0.910037174,5.042187883,21850.0,12.31050396,20.31679133,44.71000701,306230.0,76.69512195,38063255.0,0.3,16.78013132,9.63
1565,Poland,2012,25871856277.0,44.27827441,79.74247538,0.32691846,1.545221571,22690.0,12.48447418,20.25752462,44.98936282,306220.0,76.74634146,38063164.0,0.2,16.09956726,10.09
1566,Poland,2013,26441003822.0,45.98092417,79.51673674,-0.603960795,0.856557081,23440.0,12.33808899,20.48326326,44.79843889,306210.0,77.0,38040196.0,0.4,15.74773975,10.33
1567,Poland,2014,31547687298.0,46.48878717,78.61653157,1.248236638,3.836958494,24350.0,12.39022732,21.38346843,46.07986113,306190.0,77.60243902,38011735.0,0.4,15.71572054,8.99
1568,Poland,2015,36049845757.0,47.4503064,76.93462947,1.052165423,4.383298635,25820.0,12.65546703,23.06537053,45.36848245,306190.0,77.45121951,37986412.0,0.4,15.70990024,7.5
1569,Poland,2016,33436724884.0,50.26831894,76.78092818,2.977291231,2.953508842,27070.0,12.07192135,23.21907182,47.27161863,306190.0,77.85121951,37970087.0,0.2,16.32059054,6.16
1570,Portugal,2007,-5790962269.0,31.19418457,84.4578622,4.390530447,2.506579646,25000.0,13.30881977,15.5421378,38.75193301,91470.0,78.32195122,10542964.0,0.3,21.34729712,7.97
1571,Portugal,2008,-13325340063.0,31.26107908,85.9740916,2.117825919,0.319247925,25770.0,13.27291012,14.0259084,40.81466384,91470.0,78.52439024,10558177.0,0.1,21.04682674,7.55
1572,Portugal,2009,-14493299336.0,27.29374272,86.06270061,1.485861752,-3.12207942,25570.0,13.020257,13.93729939,34.19895081,91590.0,78.72682927,10568247.0,0.2,19.0577021,9.43
1573,Portugal,2010,-15153452645.0,30.06930892,86.51867659,-1.401632515,1.737625476,26390.0,12.97275257,13.48132341,37.71398653,91590.0,79.02682927,10573100.0,0.1,19.64280941,10.77
1574,Portugal,2011,-10454347292.0,34.4548616,85.59207798,6.430504431,-1.696164781,26340.0,12.24807644,14.40792202,38.6446824,91590.0,80.47073171,10557560.0,0.5,21.13333912,12.68
1575,Portugal,2012,-8940562703.0,37.77801482,84.79286166,2.103034249,-4.057293608,25810.0,11.01577759,15.20713834,38.27282405,91590.0,80.37317073,10514844.0,0.7,20.7701624,15.53
1576,Portugal,2013,-3985694626.0,39.60650497,84.26930549,3.132045391,-0.922644675,27560.0,10.97400284,15.73069451,38.50792965,91605.2,80.72195122,10457295.0,0.9,22.66209209,16.19
1577,Portugal,2014,-5733475901.0,40.215968,84.53375375,1.490407598,0.792190302,28150.0,10.27315998,15.46624625,40.06633987,91605.6,81.12195122,10401062.0,0.5,22.64739907,13.9
1578,Portugal,2015,-3184051711.0,40.61511545,83.40534151,-0.559976169,1.792046046,28870.0,10.54351521,16.59465849,39.87577894,91605.6,81.12439024,10358076.0,0.5,22.78871911,12.45
1579,Portugal,2016,-1871529166.0,40.21082364,83.02005786,1.544538979,2.019485396,30840.0,10.64693069,16.97994214,39.06340599,91605.6,81.12439024,10325452.0,0.4,22.33199325,11.07
1600,Romania,2007,1400410352.0,24.71082905,82.74647978,0.38150732,7.233807744,13260.0,10.27267647,17.25352022,38.79432762,229890.0,72.56585366,20882982.0,5.3,17.53952573,6.41
1601,Romania,2008,15562253019.0,26.15534462,79.77095207,0.146046587,9.307467171,16410.0,11.33913136,20.22904793,39.01947004,229900.0,72.56585366,20537875.0,4.1,16.78534499,5.79
1602,Romania,2009,10812527322.0,26.02361223,79.22937217,0.007770737,-5.517394408,16420.0,9.569327354,20.77062783,32.44922154,230060.0,73.3097561,20367487.0,3.1,15.27283015,6.86
1603,Romania,2010,7512405791.0,31.67379278,79.48274066,0.138563738,-3.90123628,17150.0,8.235834122,20.51725934,38.15943885,230050.0,73.45853659,20246871.0,4.2,16.24268072,6.96
